name,gender,student_type,education_level,branch,study_hours,attend_hours,confidence,prefers_online_video,active_learner,sleep_hours,sleep_racing,exam_blank,overwhelm,friday_mood,self_doubt,workload_freq,goal_setting_freq,time_enough,puzzle_score,engagement,financial_stress,living_situation,phone_hours,friends_count,sgpa,atkt,has_internship,has_job,in_club,edtech_platforms,hobbies_count,social_interaction_freq,stress_base,motivation_base,social_base,digital_base,stress_level,learning_mode,at_risk_flag,gender_enc,student_type_enc,education_level_enc,branch_enc,sleep_racing_enc,friday_mood_enc,self_doubt_enc,goal_setting_freq_enc,financial_stress_enc,living_situation_enc,sleep_racing_num,goal_freq_num,digital_score,engagement_score,academic_pressure,social_score,study_efficiency,wellbeing_score
Jay Bhosale,Male,Arts_Commerce,Arts Commerce,MSc Data Science,6,17,5,0,0,7,Never,0,1,Relieved,"No, I believe them",2,Often,5,4,2,Comfortable,Relatives,2,0,7.1,0,0,0,0,4,2,3,0.183,0.828,0.387,0.749,Low,Online,0,1,0,0,10,1,3,0,2,0,3,0,3,6,19,5.9,3,0.3333333333333333,14
Jay Mane,Male,Arts_Commerce,Arts Commerce,BCom,5,5,3,0,0,4,Often,1,4,Tired but okay,Sometimes,4,Sometimes,2,5,3,Comfortable,Relatives,4,5,4.0,1,0,0,0,2,3,2,0.812,0.124,0.485,0.695,Critical,Hybrid,1,1,0,0,4,2,4,1,4,0,3,2,2,6,8,15.0,7,0.8333333333333334,10
Bhushan Salunkhe,Male,Arts_Commerce,Arts Commerce,BCA,4,12,2,0,1,5,Never,1,4,Exhausted and drained,"Yes, I doubt them",4,Never,2,4,4,Comfortable,Home,5,9,4.4,0,0,0,0,2,1,1,0.818,0.435,0.425,0.699,Critical,Online,1,1,0,0,3,1,1,2,1,0,0,0,0,7,17,13.6,10,0.3076923076923077,8
Bhakti Salunkhe,Female,Arts_Commerce,Arts Commerce,Electronics & TC,1,5,4,1,0,5,Often,1,3,Tired but okay,"No, I believe them",2,Never,3,3,2,Comfortable,Home,4,4,4.9,0,0,0,0,2,2,1,0.654,0.448,0.5,0.984,High,Hybrid,1,0,0,0,7,2,4,0,1,0,0,2,0,8,7,10.1,5,0.16666666666666666,11
Rohan Salunkhe,Male,Arts_Commerce,Arts Commerce,Mechanical Engineering,4,14,4,1,1,6,Never,0,1,Energised,"No, I believe them",1,Often,3,3,4,Comfortable,Relatives,3,8,8.3,0,0,0,0,4,4,3,0.388,0.844,0.792,0.511,Medium,Hybrid,0,1,0,0,11,1,0,0,2,0,3,0,3,9,19,3.6999999999999993,11,0.26666666666666666,14
Tanvi Salunkhe,Female,Arts_Commerce,Arts Commerce,B.Sc Nursing,7,16,4,0,1,8,Sometimes,0,2,Energised,"No, I believe them",1,Always,2,4,4,Comfortable,Hostel,4,6,7.9,0,0,0,0,1,1,2,0.417,0.941,0.853,0.552,Medium,Hybrid,0,0,0,0,0,3,0,0,0,0,1,1,4,5,21,5.1,8,0.4117647058823529,13
Sachin Shinde,Male,Arts_Commerce,Arts Commerce,MBBS,7,17,4,0,1,6,Always,1,3,Tired but okay,Sometimes,2,Sometimes,2,2,4,Tight,Hostel,1,8,6.1,0,0,0,1,2,3,4,0.607,0.456,0.566,0.355,High,Hybrid,0,1,0,0,9,0,4,1,4,3,1,3,2,3,22,8.9,13,0.3888888888888889,13
Chaitali Kulkarni,Female,Arts_Commerce,Arts Commerce,B.Sc Nursing,3,13,2,1,1,6,Sometimes,1,4,Tired but okay,"No, I believe them",3,Never,1,2,2,Comfortable,Home,3,9,4.9,1,0,0,0,3,4,1,0.834,0.164,0.51,0.007,Critical,Hybrid,1,0,0,0,0,3,4,0,1,0,0,1,0,8,16,13.1,10,0.21428571428571427,12
Yash Patel,Male,Arts_Commerce,Arts Commerce,Mechanical Engineering,5,8,4,0,0,7,Sometimes,0,3,Neutral,Sometimes,2,Always,2,3,4,Moderate,Hostel,6,8,9.0,0,0,0,1,4,4,4,0.445,0.76,0.508,0.799,Medium,Hybrid,0,1,0,0,11,3,2,1,0,2,1,1,4,10,12,6.0,13,0.5555555555555556,15
Aditi Mehta,Female,Arts_Commerce,Arts Commerce,Civil Engineering,1,15,2,1,1,4,Often,0,3,Exhausted and drained,"No, I believe them",4,Rarely,3,4,2,Tight,Home,7,8,6.8,0,0,0,0,2,3,3,0.509,0.342,0.619,0.591,Medium,Hybrid,0,0,0,0,5,2,1,0,3,3,0,2,1,11,18,10.2,11,0.0625,9
Lavanya Verma,Female,Arts_Commerce,Arts Commerce,MBBS,5,7,4,1,1,5,Often,0,3,Neutral,"No, I believe them",1,Sometimes,3,4,4,Financially Struggling,Hostel,3,4,7.0,0,0,0,0,3,2,4,0.351,0.887,0.233,0.652,Medium,Online,0,0,0,0,9,2,2,0,4,1,1,2,2,8,12,7.0,8,0.625,11
Madhuri Kulkarni,Female,Arts_Commerce,Arts Commerce,Computer Engineering,2,9,2,1,1,6,Never,0,1,Energised,"No, I believe them",4,Always,3,1,4,Tight,Hostel,5,8,5.1,1,0,0,1,4,4,1,0.393,0.807,0.64,0.218,Medium,Offline,1,0,0,0,6,1,0,0,0,3,1,0,4,11,14,10.9,10,0.2,12
Bhakti Deshpande,Female,Arts_Commerce,Arts Commerce,MBBS,7,13,5,1,1,7,Always,0,1,Neutral,"No, I believe them",2,Always,4,3,5,Moderate,Home,2,8,7.1,0,0,0,1,2,2,4,0.153,0.725,0.847,0.208,Low,Offline,0,0,0,0,9,0,2,0,0,2,0,3,4,6,19,5.9,13,0.5,14
Uday Shinde,Male,Arts_Commerce,Arts Commerce,Mechanical Engineering,6,10,2,1,0,6,Never,0,1,Tired but okay,"No, I believe them",2,Sometimes,3,2,5,Tight,Relatives,5,6,6.0,0,0,0,0,4,3,3,0.36,0.403,0.744,0.379,Medium,Offline,0,1,0,0,11,1,4,0,4,3,3,0,2,11,15,7.0,9,0.5454545454545454,11
Tanmay Sawant,Male,Arts_Commerce,Arts Commerce,BA Psychology,5,17,4,0,1,4,Sometimes,0,1,Tired but okay,"No, I believe them",1,Often,5,4,3,Very Comfortable,PG,5,6,8.2,0,0,0,0,3,1,2,0.0,0.759,0.655,0.098,Low,Offline,0,1,0,0,2,3,4,0,2,4,2,1,3,8,21,3.8000000000000007,8,0.2777777777777778,9
Riya Salunkhe,Female,Arts_Commerce,Arts Commerce,MBBS,4,16,4,1,1,8,Never,0,1,Neutral,"No, I believe them",1,Never,5,4,4,Comfortable,Home,1,1,7.4,0,0,0,1,3,1,4,0.0,0.875,0.234,0.622,Low,Hybrid,0,0,0,0,9,1,2,0,1,0,0,0,0,6,21,4.6,6,0.23529411764705882,13
Aishwarya Jadhav,Female,Arts_Commerce,Arts Commerce,Computer Engineering,6,11,3,0,1,5,Always,1,3,Energised,"No, I believe them",3,Never,2,2,3,Tight,Home,4,1,5.8,0,0,0,0,4,3,2,0.577,0.363,0.325,0.841,High,Online,0,0,0,0,6,0,0,0,1,3,0,3,0,8,15,10.2,3,0.5,11
Bhavna Pawar,Female,Arts_Commerce,Arts Commerce,Electronics & TC,2,16,4,0,1,7,Sometimes,0,2,Relieved,"Yes, I doubt them",3,Often,3,5,3,Moderate,Home,4,8,7.8,0,1,0,0,3,3,4,0.403,0.39,0.968,0.308,Medium,Offline,0,0,0,0,7,3,3,2,2,2,0,1,3,7,20,7.2,12,0.11764705882352941,14
Rahul Patil,Male,Arts_Commerce,Arts Commerce,B.Sc Nursing,1,11,3,1,0,7,Always,1,3,Tired but okay,"No, I believe them",1,Sometimes,1,3,3,Tight,Home,3,9,7.9,0,1,0,1,3,2,3,0.671,0.41,0.772,0.223,High,Offline,0,1,0,0,0,0,4,0,4,3,0,3,2,8,14,6.1,13,0.08333333333333333,12
Rohan Kulkarni,Male,Arts_Commerce,Arts Commerce,MBBS,1,14,1,0,0,5,Often,1,4,Relieved,"Yes, I doubt them",4,Often,1,3,3,Tight,Home,10,7,4.4,0,0,0,1,1,1,2,0.735,0.311,0.883,0.183,High,Offline,1,1,0,0,9,2,3,2,2,3,0,2,3,11,17,13.6,10,0.06666666666666667,7
Rohan Pawar,Male,Arts_Commerce,Arts Commerce,MBA,4,20,4,1,1,7,Never,0,1,Relieved,Sometimes,3,Always,4,2,4,Very Comfortable,Home,2,5,8.2,0,0,0,0,1,4,3,0.144,0.953,0.687,0.459,Low,Offline,0,1,0,0,8,1,3,1,0,4,0,0,4,5,25,5.800000000000001,8,0.19047619047619047,15
Bhakti Jadhav,Female,Arts_Commerce,Arts Commerce,MSc Data Science,2,11,2,1,1,7,Always,1,3,Tired but okay,"Yes, I doubt them",3,Never,3,2,4,Moderate,Home,6,8,7.3,0,0,0,0,1,3,2,0.556,0.382,0.652,0.062,High,Offline,0,0,0,0,10,0,4,2,1,2,0,3,0,9,16,8.7,10,0.16666666666666666,12
Tanvi Mohite,Female,Arts_Commerce,Arts Commerce,Computer Engineering,5,12,4,1,0,7,Always,1,3,Energised,Sometimes,4,Often,2,3,4,Comfortable,Relatives,3,5,5.8,0,0,0,0,3,2,4,0.598,0.702,0.708,0.554,High,Hybrid,0,0,0,0,6,0,0,1,2,0,3,3,3,8,16,11.2,9,0.38461538461538464,13
Uday Mane,Male,Arts_Commerce,Arts Commerce,BCom,5,7,4,0,1,7,Often,0,3,Tired but okay,Sometimes,4,Sometimes,3,4,2,Tight,Hostel,5,4,4.4,1,1,0,0,3,2,2,0.544,0.242,0.34,0.738,Medium,Online,1,1,0,0,4,2,4,1,4,3,1,2,2,8,10,13.6,6,0.625,13
Harsh Joshi,Male,Arts_Commerce,Arts Commerce,Computer Engineering,5,13,3,1,0,6,Sometimes,0,1,Tired but okay,"No, I believe them",2,Always,5,3,4,Moderate,Home,2,9,6.8,0,0,0,0,2,2,3,0.0,0.604,0.556,0.203,Low,Hybrid,0,1,0,0,6,3,4,0,0,2,0,1,4,6,17,6.2,12,0.35714285714285715,11
Tanmay Jadhav,Male,Arts_Commerce,Arts Commerce,BCom,3,8,2,1,1,6,Never,0,1,Tired but okay,Sometimes,4,Always,5,3,2,Financially Struggling,Home,2,5,7.0,0,0,0,0,1,2,2,0.193,0.553,0.865,0.192,Low,Offline,0,1,0,0,4,1,4,1,0,1,0,0,4,5,11,8.0,7,0.3333333333333333,10
Rohan Bhosale,Male,Arts_Commerce,Arts Commerce,Civil Engineering,5,13,3,0,1,6,Always,1,4,Exhausted and drained,"Yes, I doubt them",3,Never,2,4,3,Moderate,Home,3,6,8.4,0,0,0,0,3,1,3,0.745,0.382,0.582,0.387,High,Hybrid,0,1,0,0,5,0,1,2,1,2,0,3,0,6,17,8.6,9,0.35714285714285715,10
Aditi Shinde,Female,Arts_Commerce,Arts Commerce,BA Psychology,7,13,4,1,0,8,Often,0,1,Relieved,"No, I believe them",1,Sometimes,3,2,5,Tight,Home,2,1,6.5,0,0,0,0,1,1,3,0.345,0.695,0.389,0.353,Low,Hybrid,0,0,0,0,2,2,3,0,4,3,0,2,2,5,18,5.5,4,0.5,13
Geeta Nair,Female,Arts_Commerce,Arts Commerce,MSc Data Science,7,18,4,0,1,7,Sometimes,0,1,Neutral,Sometimes,2,Always,5,2,5,Comfortable,PG,1,11,6.7,0,0,0,0,1,2,4,0.163,0.719,0.575,0.527,Low,Hybrid,0,0,0,0,10,3,2,1,0,0,2,1,4,2,24,6.3,15,0.3684210526315789,13
Bhakti Kale,Female,Arts_Commerce,Arts Commerce,BCA,4,16,4,0,1,7,Sometimes,0,2,Relieved,"No, I believe them",1,Often,3,4,4,Tight,Home,0,8,9.5,0,0,0,1,3,3,3,0.415,0.959,0.58,0.157,Medium,Hybrid,0,0,0,0,3,3,3,0,2,3,0,1,3,3,21,3.5,12,0.23529411764705882,14
Yash Mehta,Male,Arts_Commerce,Arts Commerce,BCA,5,16,4,1,0,7,Never,0,2,Neutral,Sometimes,2,Always,2,3,4,Tight,Hostel,4,9,8.8,0,1,0,0,1,2,2,0.44,0.759,0.603,0.231,Medium,Offline,0,1,0,0,3,1,2,1,0,3,1,0,4,7,20,5.199999999999999,11,0.29411764705882354,13
Ishaan Kumar,Male,Arts_Commerce,Arts Commerce,Civil Engineering,7,12,4,0,0,7,Often,0,1,Energised,"No, I believe them",2,Always,5,1,5,Very Comfortable,Hostel,3,5,9.2,0,0,0,0,4,4,2,0.025,0.908,0.671,0.407,Low,Offline,0,1,0,0,5,2,0,0,0,4,1,2,4,7,17,3.8000000000000007,7,0.5384615384615384,15
Zara Mehta,Female,Arts_Commerce,Arts Commerce,BA Psychology,8,8,4,1,1,6,Often,0,2,Relieved,Sometimes,2,Sometimes,2,4,2,Moderate,Hostel,3,7,7.1,0,0,0,1,3,4,1,0.458,0.715,0.616,0.41,Medium,Offline,0,0,0,0,2,2,3,1,4,2,1,2,2,8,11,6.9,9,0.8888888888888888,14
Geeta Mohite,Female,Arts_Commerce,Arts Commerce,Electronics & TC,2,10,1,0,1,6,Always,1,3,Exhausted and drained,"No, I believe them",4,Sometimes,1,1,3,Moderate,Home,4,1,5.8,0,0,0,0,2,1,3,0.731,0.351,0.174,0.78,High,Online,0,0,0,0,7,0,1,0,4,2,0,3,2,6,14,11.2,4,0.18181818181818182,8
Jyoti Mane,Female,Arts_Commerce,Arts Commerce,MBBS,2,21,4,0,1,7,Always,1,3,Tired but okay,"Yes, I doubt them",3,Sometimes,2,4,2,Very Comfortable,Relatives,5,6,7.0,0,0,0,0,1,4,4,0.565,1.0,0.664,0.468,High,Offline,0,0,0,0,9,0,4,2,4,4,3,3,2,6,24,9.0,10,0.09090909090909091,15
Kunal Nair,Male,Arts_Commerce,Arts Commerce,MBA,2,8,2,1,0,4,Always,0,2,Exhausted and drained,"No, I believe them",3,Rarely,2,3,4,Comfortable,Home,3,11,4.6,0,0,0,0,2,1,4,0.492,0.264,0.464,0.657,Medium,Hybrid,0,1,0,0,8,0,1,0,3,0,0,3,1,7,12,10.4,15,0.2222222222222222,7
Waqar Nair,Male,Arts_Commerce,Arts Commerce,B.Sc Nursing,5,22,2,0,0,7,Often,0,2,Exhausted and drained,Sometimes,3,Often,3,3,4,Comfortable,Hostel,6,1,7.3,0,0,0,0,1,2,4,0.442,0.654,0.165,0.941,Medium,Online,0,1,0,0,0,2,1,1,2,0,1,2,3,7,26,7.7,5,0.21739130434782608,11
Manish Deshmukh,Male,Arts_Commerce,Arts Commerce,Electronics & TC,6,14,3,1,1,6,Never,0,1,Relieved,"Yes, I doubt them",2,Often,5,1,4,Comfortable,Home,3,5,7.0,0,0,0,0,1,4,3,0.206,0.884,0.419,0.788,Low,Online,0,1,0,0,7,1,3,2,2,0,0,0,3,6,19,6.0,8,0.4,13
Priya Nair,Female,Arts_Commerce,Arts Commerce,Civil Engineering,4,6,4,0,1,6,Sometimes,1,4,Neutral,Sometimes,3,Rarely,2,3,2,Moderate,Hostel,2,6,9.2,0,1,0,0,3,4,2,0.559,0.718,0.463,0.765,High,Hybrid,0,0,0,0,5,3,2,1,3,2,1,1,1,5,9,7.800000000000001,8,0.5714285714285714,14
Gaurav Singh,Male,Arts_Commerce,Arts Commerce,BCA,5,14,1,0,1,6,Often,1,4,Relieved,Sometimes,3,Never,1,2,1,Comfortable,Hostel,6,7,4.7,0,0,0,1,3,3,3,0.72,0.667,0.613,0.0,High,Offline,1,1,0,0,3,2,3,1,1,0,1,2,0,9,16,12.3,11,0.3333333333333333,10
Farhan Jadhav,Male,Arts_Commerce,Arts Commerce,BA Psychology,3,6,2,1,1,3,Always,1,4,Exhausted and drained,"Yes, I doubt them",4,Never,1,4,3,Comfortable,Hostel,4,6,6.1,0,0,0,0,1,1,1,0.839,0.492,0.663,0.284,Critical,Offline,0,1,0,0,2,0,1,2,1,0,1,3,0,7,10,11.9,7,0.42857142857142855,6
Arjun Nair,Male,Arts_Commerce,Arts Commerce,Civil Engineering,7,11,4,0,1,4,Always,1,4,Tired but okay,Sometimes,3,Never,1,2,2,Moderate,Home,3,9,5.8,0,0,0,1,1,1,4,0.721,0.402,0.503,0.461,High,Hybrid,0,1,0,0,5,0,4,1,1,2,0,3,0,4,14,11.2,14,0.5833333333333334,9
Aarav Bhosale,Male,Arts_Commerce,Arts Commerce,BA Psychology,6,8,4,0,1,6,Sometimes,0,1,Energised,Sometimes,2,Always,4,4,3,Tight,PG,5,6,6.4,0,1,0,0,4,1,1,0.07,0.531,0.796,0.481,Low,Offline,0,1,0,0,2,3,0,1,0,3,2,1,4,9,12,6.6,7,0.6666666666666666,11
Divya Shinde,Female,Arts_Commerce,Arts Commerce,BA Psychology,3,20,4,0,0,7,Sometimes,0,1,Neutral,Sometimes,2,Never,5,3,4,Comfortable,Home,5,8,6.7,0,0,0,0,3,4,2,0.09,0.377,0.645,0.266,Low,Offline,0,0,0,0,2,3,2,1,1,0,0,1,0,8,24,6.3,10,0.14285714285714285,15
Akash Kumar,Male,Arts_Commerce,Arts Commerce,Mechanical Engineering,7,12,3,0,1,6,Sometimes,0,1,Neutral,Sometimes,2,Rarely,4,2,4,Comfortable,Relatives,4,3,7.4,0,0,0,0,1,3,1,0.173,0.791,0.237,0.735,Low,Online,0,1,0,0,11,3,2,1,3,0,3,1,1,5,17,5.6,4,0.5384615384615384,12
Siddharth Pawar,Male,Arts_Commerce,Arts Commerce,BCA,5,16,1,1,1,6,Never,0,1,Relieved,"No, I believe them",3,Often,5,2,4,Comfortable,PG,2,5,6.4,0,0,0,0,2,1,2,0.19,0.565,0.254,0.694,Low,Online,0,1,0,0,3,1,3,0,2,0,2,0,3,6,21,7.6,7,0.29411764705882354,8
Ishita Kumar,Female,Arts_Commerce,Arts Commerce,BA Psychology,8,13,3,0,1,6,Often,0,2,Energised,Sometimes,3,Rarely,3,4,4,Moderate,Hostel,3,8,6.6,0,0,0,0,1,4,2,0.53,0.324,0.53,0.24,Medium,Hybrid,0,0,0,0,2,2,0,1,3,2,1,2,1,4,18,8.4,10,0.5714285714285714,13
Ekta Pawar,Female,Arts_Commerce,Arts Commerce,Civil Engineering,2,7,4,1,0,7,Sometimes,0,1,Tired but okay,"No, I believe them",2,Often,5,2,3,Moderate,Home,3,9,6.9,0,0,0,1,3,3,1,0.237,0.535,0.596,0.565,Low,Hybrid,0,0,0,0,5,3,4,0,2,2,0,1,3,8,10,6.1,11,0.25,14
Uday Pawar,Male,Arts_Commerce,Arts Commerce,Computer Engineering,7,14,5,0,1,5,Sometimes,0,2,Neutral,Sometimes,1,Often,2,4,5,Financially Struggling,Relatives,4,5,8.9,0,1,0,0,3,4,2,0.466,0.642,0.64,0.422,Medium,Offline,0,1,0,0,6,3,2,1,2,1,3,1,3,7,20,4.1,7,0.4666666666666667,14
Karan Pawar,Male,Arts_Commerce,Arts Commerce,MBA,5,18,2,0,1,7,Never,0,2,Neutral,Sometimes,2,Often,1,2,3,Comfortable,Hostel,3,5,6.8,0,0,0,0,4,3,2,0.396,0.546,0.577,0.349,Medium,Hybrid,0,1,0,0,8,1,2,1,2,0,1,0,3,7,22,7.2,7,0.2631578947368421,12
Uma Singh,Female,Arts_Commerce,Arts Commerce,Electronics & TC,5,14,2,0,1,6,Sometimes,1,3,Exhausted and drained,Sometimes,2,Rarely,2,3,3,Moderate,Home,5,7,5.9,0,0,0,0,4,2,1,0.73,0.279,0.618,0.581,High,Hybrid,1,0,0,0,7,3,1,1,3,2,0,1,1,9,18,9.1,8,0.3333333333333333,10
Bhushan Sharma,Male,Arts_Commerce,Arts Commerce,MSc Data Science,5,14,2,1,1,5,Always,1,5,Exhausted and drained,Sometimes,3,Sometimes,1,2,2,Comfortable,Hostel,6,0,5.2,1,1,0,0,4,4,3,0.868,0.555,0.139,0.817,Critical,Online,1,1,0,0,10,0,1,1,4,0,1,3,2,12,17,13.8,3,0.3333333333333333,11
Kirti Sharma,Female,Arts_Commerce,Arts Commerce,Electronics & TC,7,18,3,0,1,8,Often,0,2,Relieved,"No, I believe them",2,Often,3,3,5,Tight,Hostel,3,5,7.3,0,0,0,0,1,3,4,0.35,0.5,0.613,0.4,Low,Offline,0,0,0,0,7,2,3,0,2,3,1,2,3,4,24,6.7,9,0.3684210526315789,14
Kirti Pawar,Female,Arts_Commerce,Arts Commerce,MBA,5,21,4,0,1,7,Never,0,2,Neutral,"No, I believe them",1,Sometimes,5,3,4,Very Comfortable,Home,3,2,5.8,0,0,0,0,1,3,4,0.085,0.507,0.108,0.806,Low,Online,0,0,0,0,8,1,2,0,4,4,0,0,2,4,26,7.2,6,0.22727272727272727,14
Swati Patil,Female,Arts_Commerce,Arts Commerce,Mechanical Engineering,6,12,5,0,1,7,Sometimes,0,2,Neutral,"No, I believe them",3,Always,3,2,4,Tight,Home,4,10,7.5,0,1,0,1,2,2,4,0.406,0.679,0.555,0.44,Medium,Hybrid,0,0,0,0,11,3,2,0,0,3,0,1,4,6,17,7.5,15,0.46153846153846156,14
Tanmay Kumar,Male,Arts_Commerce,Arts Commerce,Electronics & TC,2,15,3,1,1,4,Always,1,5,Exhausted and drained,Sometimes,1,Often,1,4,3,Tight,Home,6,10,5.5,0,0,0,0,3,1,2,0.669,0.257,0.698,0.539,High,Hybrid,1,1,0,0,7,0,1,1,2,3,0,3,3,11,19,10.5,12,0.125,8
Riya Deshmukh,Female,Arts_Commerce,Arts Commerce,Civil Engineering,6,17,5,0,1,6,Never,0,3,Tired but okay,"No, I believe them",1,Often,3,5,4,Tight,Home,3,0,7.1,0,0,0,0,1,4,3,0.434,0.669,0.306,0.817,Medium,Online,0,0,0,0,5,1,4,0,2,3,0,0,3,4,22,6.9,3,0.3333333333333333,15
Ekta Gaikwad,Female,Arts_Commerce,Arts Commerce,MBA,7,15,3,0,0,6,Often,0,1,Tired but okay,Sometimes,1,Often,3,3,2,Comfortable,PG,2,7,8.7,0,0,0,1,2,3,4,0.309,0.716,0.554,0.341,Low,Hybrid,0,0,0,0,8,2,4,1,2,0,2,2,3,4,17,3.3000000000000007,12,0.4375,12
Yash Mehta,Male,Arts_Commerce,Arts Commerce,BA English Literature,4,8,3,1,1,7,Always,0,3,Exhausted and drained,Sometimes,4,Never,2,3,3,Moderate,Hostel,7,0,6.1,0,0,0,0,2,1,1,0.525,0.298,0.231,0.779,Medium,Online,0,1,0,0,1,0,1,1,1,2,1,3,0,11,12,10.9,1,0.4444444444444444,11
Tanmay Singh,Male,Arts_Commerce,Arts Commerce,MSc Data Science,5,17,4,1,0,7,Sometimes,0,2,Energised,"No, I believe them",1,Always,3,3,3,Comfortable,Hostel,3,4,8.7,0,1,0,0,2,4,4,0.323,0.613,0.216,0.683,Low,Online,0,1,0,0,10,3,0,0,0,0,1,1,4,7,20,4.300000000000001,8,0.2777777777777778,15
Vidya Mehta,Female,Arts_Commerce,Arts Commerce,BA English Literature,5,12,4,1,1,7,Never,0,1,Energised,Sometimes,2,Sometimes,4,3,5,Financially Struggling,Home,3,6,7.4,0,0,0,0,1,4,2,0.271,0.812,0.446,0.709,Low,Online,0,0,0,0,1,1,0,1,4,1,0,0,2,6,18,5.6,8,0.38461538461538464,15
Chinmay Bhosale,Male,Arts_Commerce,Arts Commerce,Electronics & TC,4,18,2,1,0,6,Often,1,4,Energised,"No, I believe them",4,Often,1,1,3,Moderate,Home,6,0,4.6,0,0,0,0,1,2,1,0.87,0.266,0.36,0.652,Critical,Online,1,1,0,0,7,2,0,0,2,2,0,2,3,9,21,13.4,1,0.21052631578947367,10
Swati Deshmukh,Female,Arts_Commerce,Arts Commerce,Mechanical Engineering,3,6,3,0,0,6,Always,1,5,Exhausted and drained,Sometimes,4,Rarely,2,2,5,Comfortable,Home,3,3,7.0,0,1,0,0,1,2,4,0.958,0.422,0.138,0.654,Critical,Online,0,0,0,0,11,0,1,1,3,0,0,3,1,4,11,12.0,7,0.42857142857142855,11
Divya Singh,Female,Arts_Commerce,Arts Commerce,MSc Data Science,6,10,4,0,0,8,Never,0,2,Tired but okay,"No, I believe them",2,Sometimes,3,4,4,Moderate,Home,3,7,8.0,0,0,0,0,4,2,1,0.247,0.611,0.699,0.263,Low,Offline,0,0,0,0,10,1,4,0,4,2,0,0,2,7,14,6.0,8,0.5454545454545454,14
Deepali Singh,Female,Arts_Commerce,Arts Commerce,Computer Engineering,2,13,5,0,1,7,Never,0,1,Neutral,"No, I believe them",2,Sometimes,4,2,5,Moderate,PG,1,1,6.0,0,0,0,0,4,1,2,0.325,0.859,0.171,0.598,Low,Hybrid,0,0,0,0,6,1,2,0,4,2,2,0,2,5,19,7.0,3,0.14285714285714285,13
Jay Kulkarni,Male,Arts_Commerce,Arts Commerce,Computer Engineering,5,11,3,0,1,5,Sometimes,1,3,Tired but okay,"No, I believe them",1,Always,2,2,3,Moderate,Home,6,6,5.5,0,0,0,0,1,3,2,0.639,0.413,0.608,0.466,High,Offline,0,1,0,0,6,3,4,0,0,2,0,1,4,7,15,8.5,8,0.4166666666666667,11
Yash Mehta,Male,Arts_Commerce,Arts Commerce,BA Psychology,5,17,3,0,1,7,Sometimes,0,3,Relieved,"No, I believe them",1,Often,2,4,4,Tight,Home,3,4,8.1,0,0,0,0,4,3,1,0.497,0.876,0.462,0.543,Medium,Hybrid,0,1,0,0,2,3,3,0,2,3,0,1,3,7,22,5.9,5,0.2777777777777778,13
Geeta Singh,Female,Arts_Commerce,Arts Commerce,BA Psychology,4,2,3,0,1,4,Sometimes,1,4,Tired but okay,Sometimes,4,Rarely,2,4,3,Moderate,Home,6,8,4.6,0,0,0,1,3,3,4,0.777,0.067,0.713,0.974,Critical,Hybrid,1,0,0,0,2,3,4,1,3,2,0,1,1,9,6,13.4,13,1.3333333333333333,10
Akash Kale,Male,Arts_Commerce,Arts Commerce,Computer Engineering,7,23,4,1,0,9,Never,0,1,Tired but okay,"No, I believe them",2,Sometimes,4,4,3,Comfortable,Hostel,3,1,6.9,0,1,0,0,3,3,2,0.088,0.847,0.309,0.542,Low,Hybrid,0,1,0,0,6,1,4,0,4,0,1,0,2,8,26,6.1,3,0.2916666666666667,16
Harsh Jadhav,Male,Arts_Commerce,Arts Commerce,MBA,6,16,3,1,1,5,Always,1,2,Tired but okay,"No, I believe them",2,Often,2,3,1,Tight,Home,4,7,5.8,0,1,0,1,1,4,2,0.581,0.555,0.593,0.289,High,Hybrid,0,1,0,0,8,0,4,0,2,3,0,3,3,7,18,8.2,10,0.35294117647058826,12
Sneha Bhosale,Female,Arts_Commerce,Arts Commerce,B.Sc Nursing,5,12,4,0,1,7,Never,0,1,Energised,Sometimes,2,Sometimes,5,4,3,Moderate,Home,3,3,8.7,0,0,0,1,1,4,3,0.161,0.624,0.339,1.0,Low,Online,0,0,0,0,0,1,0,1,4,2,0,0,2,4,16,4.300000000000001,7,0.38461538461538464,15
Pranav Deshpande,Male,Arts_Commerce,Arts Commerce,MSc Data Science,8,15,3,1,1,7,Sometimes,1,3,Exhausted and drained,"Yes, I doubt them",1,Never,3,3,3,Tight,PG,4,10,8.1,0,0,0,0,4,4,2,0.631,0.749,0.525,0.598,High,Hybrid,0,1,0,0,10,3,1,2,1,3,2,1,0,10,19,5.9,12,0.5,14
Divya Deshpande,Female,Arts_Commerce,Arts Commerce,Computer Engineering,4,20,3,0,1,6,Never,0,1,Neutral,"No, I believe them",2,Rarely,3,2,1,Moderate,Relatives,6,4,5.1,1,1,0,0,3,3,3,0.257,0.765,0.333,0.742,Low,Online,1,0,0,0,6,1,2,0,3,2,3,0,1,9,22,8.9,7,0.19047619047619047,12
Rahul More,Male,Arts_Commerce,Arts Commerce,MBA,5,13,5,1,1,8,Often,0,1,Relieved,Sometimes,3,Always,3,3,5,Moderate,Hostel,4,6,9.5,0,0,0,1,4,2,3,0.279,0.529,0.659,0.106,Low,Offline,0,1,0,0,8,2,3,1,0,2,1,2,4,10,19,4.5,10,0.35714285714285715,15
